Fwd IAT Max,Init_Win_bytes_backward,Min Packet Length,Bwd Packet Length Mean,Avg Fwd Segment Size,Packet Length Variance,Bwd Packet Length Min,PSH Flag Count,Flow Duration,Bwd IAT Min,Label
2.4217795170243614,2.1368335359403843,0.9504339285169807,0.5156635201382569,-1.6670973311795545,-1.9719377031282137,-0.22366109176773352,-0.9847077867102255,-0.29661078848989103,0.7121177795801843,SSH-Patator
0.6983506289932074,2.061054005059153,-4.047275839728906,1.4120472929552146,-0.1719646807388855,2.708473103248634,-0.3663251459743553,-2.8412845519665613,0.20321930477450786,-1.414282867407505,PortScan
-1.489979832491756,-0.6971080813749377,-1.6281793610479032,0.5249246781488837,-1.9954162386616257,-0.2901706624694984,0.2989159321790257,-0.05992624924657308,2.9566599478105564,1.0926266584788604,Bot
2.4524634810195454,-2.997529551006551,5.663285325487268,-0.48442700786129944,-1.1410790835227709,-0.761289849613608,-0.1100135618831306,4.9594922596577735,-0.07606604499047584,3.0557642881623055,FTP-Patator
0.01378381614580404,7.455982071290649,4.003358026970844,-3.936357374970214,-1.2072182255220114,-0.6802820802484469,-0.4553536198781849,1.9185753791267803,-10.873258546462713,-2.626064046071323,SSH-Patator
-1.100366931574239,-0.9990358388863436,-3.7623332252937582,-0.06109709663921081,1.232740442031587,0.3972398161288535,-1.4758389645994316,-1.5573519493899086,3.4902904162771873,1.8818333552701545,BENIGN
1.8773850319805483,1.4970676227690949,2.7104792025968045,-0.9680450161683067,3.121818239863903,0.49856345659724854,0.40112767358161705,0.7489873021136693,-5.635142955897019,0.0012032861156661134,DDoS
-4.696819541452198,0.4387402361043913,-4.309648827677859,-1.3480286118334024,-2.3761730211036554,-0.9788580414794642,-2.1074153869930967,-0.9882880224165558,4.406257349415656,-0.9163422290403942,Infiltration
-1.6306134627887725,1.466843457450163,-1.0613851148682192,1.3669417339353462,-0.3050716713788282,-0.5637046280875396,2.116224218714074,-0.5578833686409387,-0.42056760377849656,0.7329298930921526,Web Attack
-5.320156919434225,0.9022398665825975,-5.371524329995348,0.4895423321311302,1.954467194013073,1.3196907905828597,-0.8669469766035913,0.1874885262962267,2.244729069423361,1.4718565935604953,BENIGN
-1.0610685236228443,0.09568895145900191,-0.7515219927426525,2.5161461438256256,-0.7551843588376426,0.10892240491647931,-1.1468811375033794,1.2249813901222142,3.123642812962415,-2.1154788935372664,Bot
0.3333025116712942,0.2881523491859994,-1.3777624306440988,-0.6061260607589883,-1.4554486418675623,0.9415294668085812,-4.087477405329873,0.9204800386511001,2.6992167041744675,-1.1993429268424562,DoS Hulk
-0.6139800341033042,3.4007988106995564,-1.0835491272152225,-0.5910542714676972,3.6081175103290053,0.47645560199678694,0.8489004674142149,-2.4401846090915416,-5.205288077945323,-2.0607065864440006,Infiltration
-0.8335173386742207,-1.6196256483780784,-4.248888953097672,-0.8861558057048164,-0.4512930825723739,-2.3489490119740317,-2.284677576470687,-3.054185671742029,6.581943371869937,3.2949933303851155,Web Attack
1.2866016056813692,2.27428742291875,4.687523525155066,-2.5093443287667667,-1.59544206552361,-2.6504386882367346,0.07433523990559032,0.7696786612298778,-4.7373620621908765,-2.116867170702009,Infiltration
-0.5610745939477788,4.065650248378809,-8.643800900157249,0.9617103960810853,0.5897221953930898,3.0273770286080595,-0.007074736555612193,-6.079711508450795,0.3445975598332974,1.1730709746727932,PortScan
-2.156659132384667,2.9250714906952378,-1.0627699526012946,5.566631743339212,3.5460336834620474,0.35721530232973153,-3.823254044450101,5.466275843475817,2.9807239251815383,-0.00041412637114646156,BENIGN
